Level,Date and Time,Source,Event ID,Task Category
Information,3/24/2017 10:03:53 AM,Microsoft-Windows-User Profiles Service,1530,None,"Windows detected your registry file is still in use by other applications or services. The file will be unloaded now. The applications or services that hold your registry file may not function properly afterwards. No user action is required.  

 DETAIL - 
 42 user registry handles leaked from \Registry\User\S-1-5-21-3508315176-1073355550-3374686319-1001:
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001
Process 680 (\Device\HarddiskVolume5\Windows\System32\lsass.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\SystemCertificates\CA
Process 768 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\System\GameConfigStore\Parents
Process 384 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\CommsAPHost\Test
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\SystemCertificates
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\SystemCertificates
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\SystemCertificates
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\SystemCertificates
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\SystemCertificates\trust
Process 768 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\System\GameConfigStore
Process 1172 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall
Process 384 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer
Process 1104 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings
Process 2356 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings
Process 2008 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings
Process 384 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\SystemCertificates\TrustedPeople
Process 2008 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\Windows\DataCollection
Process 1104 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings
Process 2356 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings
Process 2008 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings
Process 384 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings
Process 1104 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Internet Explorer\Main
Process 2356 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Internet Explorer\Main
Process 2008 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Internet Explorer\Main
Process 384 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Internet Explorer\Main
Process 384 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\ActiveSync\Partners
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\SystemCertificates\Disallowed
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\SystemCertificates\Root
Process 768 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\System\GameConfigStore\Children
Process 1104 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Internet Explorer\Security
Process 2356 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Internet Explorer\Security
Process 2008 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Internet Explorer\Security
Process 384 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Internet Explorer\Security
Process 384 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Unified Store\HighWaterMarks\C:_Users_tyler_AppData_Local_Comms_UnistoreDB_store.vol
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Connections
Process 976 (\Device\HarddiskVolume5\Windows\System32\svchost.exe) has opened key \REGISTRY\USER\S-1-5-21-3508315176-1073355550-3374686319-1001\SOFTWARE\Microsoft\SystemCertificates\SmartCardRoot
"
Information,3/24/2017 10:03:53 AM,Microsoft-Windows-Winlogon,6000,None,The winlogon notification subscriber <SessionEnv> was unavailable to handle a notification event.
Information,3/24/2017 9:44:22 AM,Windows Error Reporting,1001,None,"Fault bucket 129163820550, type 5
Event Name: RADAR_PRE_LEAK_64
Response: Not available
Cab Id: 0

Problem signature:
P1: dwm.exe
P2: 10.0.14393.0
P3: 10.0.14393.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\tyler\AppData\Local\Temp\RDRFB27.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERFBF3.tmp.WERInternalMetadata.xml

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: bd0ecf64-10a8-11e7-bef8-a0999b163752
Report Status: 0
Hashed bucket: 415f40b03d77736d23f52e43f717f92c"
Information,3/24/2017 9:41:23 AM,SecurityCenter,15,None,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
Information,3/24/2017 9:41:23 AM,SecurityCenter,15,None,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
Information,3/24/2017 9:35:38 AM,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,3/24/2017 9:35:38 AM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2017-03-25T15:30:38Z. Reason: RulesEngine.
Information,3/24/2017 9:35:08 AM,Microsoft-Windows-Security-SPP,902,None,"The Software Protection service has started.
10.0.14393.67"
Information,3/24/2017 9:35:08 AM,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 0cdc4d08-6df6-4eb4-b5b4-a373c3e351e7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]
6: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 9e4b231b-3e45-41f4-967f-c914f178b6ac, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: bbc56067-37f8-49dd-87b2-a418a9ba130a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: c082c31b-2c4f-4e07-94d7-9181fa802c4b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
Information,3/24/2017 9:35:08 AM,Microsoft-Windows-Security-SPP,1066,None,"Initialization status for service objects.
C:\WINDOWS\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
"
Information,3/24/2017 9:35:08 AM,Microsoft-Windows-Security-SPP,900,None,"The Software Protection service is starting.
Parameters:caller=wmiprvse.exe"
Information,3/24/2017 9:35:01 AM,SecurityCenter,15,None,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
Information,3/24/2017 9:35:01 AM,SecurityCenter,15,None,Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.
Information,3/24/2017 9:34:47 AM,Windows Error Reporting,1001,None,"Fault bucket 127084892623, type 5
Event Name: StoreAgentDownloadFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;taskhostw
P2: 80070020
P3: 14393
P4: 105
P5: Windows.Desktop
P6: V
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\tyler\AppData\Local\Temp\FailureReportMetadata_20189.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER7F1A.tmp.WERInternalMetadata.xml

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportArchive\NonCritical_Update;taskhostw_86bf17ef6cdb25dfb51ca6a723c42e8885e9a8bc_00000000_1e7a4400

Analysis symbol: 
Rechecking for solution: 0
Report Id: 4a7d3bdf-10a7-11e7-bef8-a0999b163752
Report Status: 0
Hashed bucket: 42d8bab08a4697eff37ee4fa807a1db1"
Information,3/24/2017 9:34:42 AM,Windows Error Reporting,1001,None,"Fault bucket 127266822797, type 5
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.14393.0
P2: Package_for_RollupFix
P3: 14393.187.1.0
P4: amd64
P5: unknown
P6: 80070490
P7: CBS Other
P8: Absent
P9: Staged
P10: WindowsUpdateAgent

Attached files:
\\?\C:\WINDOWS\Logs\CBS\CBS.log
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER32B7.tmp.WERInternalMetadata.xml

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportArchive\Critical_10.0.14393.0_7b1173feb8d383595da111b6f34ceb38e15042_00000000_1e7a32e9

Analysis symbol: 
Rechecking for solution: 0
Report Id: 373c1f69-f954-11e6-bef8-a0999b163752
Report Status: 0
Hashed bucket: 66d8daa90710dd7e92fa3f646017ab6e"
Information,3/24/2017 9:34:32 AM,Windows Error Reporting,1001,None,"Fault bucket 129360418413, type 5
Event Name: RADAR_PRE_LEAK_WOW64
Response: Not available
Cab Id: 129492571145

Problem signature:
P1: Agent.exe
P2: 2.9.5.5414
P3: 10.0.14393.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\tyler\AppData\Local\Temp\RDRD3D1.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERD440.tmp.WERInternalMetadata.xml
\\?\C:\Windows\Temp\WERF2A4.tmp.csv
\\?\C:\Windows\Temp\WERF2E3.tmp.txt

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: 5781b591-10a7-11e7-bef8-a0999b163752
Report Status: 8
Hashed bucket: ec4e2571b9b98e13998d6d9611b8a4f9"
Information,3/24/2017 9:34:25 AM,Microsoft-Windows-LoadPerf,1000,None,Performance counters for the WmiApRpl (WmiApRpl) service were loaded successfully. The Record Data in the data section contains the new index values assigned to this service.
Information,3/24/2017 9:34:19 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: StoreAgentDownloadFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;taskhostw
P2: 80070020
P3: 14393
P4: 105
P5: Windows.Desktop
P6: B
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\tyler\AppData\Local\Temp\FailureReportMetadata_20264.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WERD9ED.tmp.WERInternalMetadata.xml

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;taskhostw_84e9fbc648c282e23d7f553e913c17969d6a4_00000000_cab_1b45da49

Analysis symbol: 
Rechecking for solution: 0
Report Id: 586d7545-10a7-11e7-bef8-a0999b163752
Report Status: 4
Hashed bucket: "
Information,3/24/2017 9:33:56 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: StoreAgentDownloadFailure1
Response: Not available
Cab Id: 0

Problem signature:
P1: Update;taskhostw
P2: 80070020
P3: 14393
P4: 105
P5: Windows.Desktop
P6: V
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\tyler\AppData\Local\Temp\FailureReportMetadata_20189.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER7F1A.tmp.WERInternalMetadata.xml

These files may be available here:
C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_Update;taskhostw_86bf17ef6cdb25dfb51ca6a723c42e8885e9a8bc_00000000_cab_1b457f68

Analysis symbol: 
Rechecking for solution: 0
Report Id: 4a7d3bdf-10a7-11e7-bef8-a0999b163752
Report Status: 4
Hashed bucket: "
Information,3/24/2017 9:31:59 AM,Microsoft-Windows-Security-SPP,903,None,"The Software Protection service has stopped.
"
Information,3/24/2017 9:31:59 AM,Microsoft-Windows-Security-SPP,16384,None,Successfully scheduled Software Protection service for re-start at 2017-03-25T15:30:59Z. Reason: RulesEngine.
Error,3/24/2017 9:31:29 AM,Microsoft-Windows-Security-SPP,8198,None,"License Activation (slui.exe) failed with the following error code:
hr=0x803F7001
Command-line arguments:
RuleId=31e71c49-8da7-4a2f-ad92-45d98a1c79ba;Action=AutoActivate;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8;NotificationInterval=1440;Trigger=NetworkAvailable"
Information,3/24/2017 9:31:28 AM,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 0cdc4d08-6df6-4eb4-b5b4-a373c3e351e7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]
6: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 9e4b231b-3e45-41f4-967f-c914f178b6ac, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: bbc56067-37f8-49dd-87b2-a418a9ba130a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: c082c31b-2c4f-4e07-94d7-9181fa802c4b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
Information,3/24/2017 9:31:28 AM,Microsoft-Windows-Security-SPP,1003,None,"The Software Protection service has completed licensing status check.
Application Id=55c92734-d682-4d71-983e-d6ec3f16059f
Licensing Status=
1: 0567073a-7d74-403b-b2d5-6b35da372d8d, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
2: 0cdc4d08-6df6-4eb4-b5b4-a373c3e351e7, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
3: 1b750385-9fe2-49a8-ab55-149d0546395b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
4: 1d873132-f09f-4eb2-bf5a-2e4fb48935e8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
5: 2b1f36bb-c1cd-4306-bf5c-a0367c2d97d8, 1, 1 [(0 )(1 )(2 [0xC004E003, 0, 0], [( 1 0xC004F034)( 1 0xC004F034)(?)(?)(?)(?)(?)(?)])(3 [0x00000000, 0, 0], [( 6 0xC004F009 0 0)( 1 0x00000000)( 6 0xC004F009 0 0)(?)(?)(?)( 10 0x00000000 msft:rm/algorithm/flags/1.0)( 11 0x00000000 0xC004F034)])]
6: 30d469c6-a78f-4476-b5c8-af78d5b6a5fb, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
7: 411b3d4f-be6d-4a06-baaa-9cabfc256cae, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
8: 58e97c99-f377-4ef1-81d5-4ad5522b5fd8, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
9: 74436dbb-cc17-46de-867f-14906ba4a938, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
10: 8db63db6-4f8f-46d6-a448-66444faaaa72, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
11: 9e4b231b-3e45-41f4-967f-c914f178b6ac, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
12: bbc56067-37f8-49dd-87b2-a418a9ba130a, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
13: c082c31b-2c4f-4e07-94d7-9181fa802c4b, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]
14: e371d89a-73e8-4b24-a7ff-23a3641dd18e, 1, 0 [(0 [0xC004F014, 0, 0], [(?)(?)(?)(?)(?)(?)(?)(?)])(1 )(2 )(3 )]

"
Information,3/24/2017 9:31:23 AM,Microsoft-Windows-RestartManager,10001,None,Ending session 0 started ‎2017‎-‎03‎-‎24T15:31:21.837593200Z.
Information,3/24/2017 9:31:23 AM,MsiInstaller,1042,None,Ending a Windows Installer transaction: C:\Program Files (x86)\Google\Update\1.3.32.7\GoogleUpdateHelper.msi. Client Process Id: 4412.
Information,3/24/2017 9:31:23 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Google Update Helper. Product Version: 1.3.32.7. Product Language: 1033. Manufacturer: Google Inc.. Reconfiguration success or error status: 0.
Information,3/24/2017 9:31:23 AM,MsiInstaller,11728,None,Product: Google Update Helper -- Configuration completed successfully.
Information,3/24/2017 9:31:21 AM,Microsoft-Windows-RestartManager,10000,None,Starting session 0 - ‎2017‎-‎03‎-‎24T15:31:21.837593200Z.
Information,3/24/2017 9:31:21 AM,MsiInstaller,1040,None,Beginning a Windows Installer transaction: C:\Program Files (x86)\Google\Update\1.3.32.7\GoogleUpdateHelper.msi. Client Process Id: 4412.
Information,3/24/2017 9:31:21 AM,MsiInstaller,1042,None,Ending a Windows Installer transaction: C:\Program Files (x86)\Google\Update\1.3.32.7\GoogleUpdateHelper.msi. Client Process Id: 4412.
Information,3/24/2017 9:31:21 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Google Update Helper. Product Version: 1.3.32.7. Product Language: 1033. Manufacturer: Google Inc.. Reconfiguration success or error status: 1638.
